"","X","rank","player","points","date","year","month","right_hand","age","birthdate","first_name","last_name","countries","countries_iso","continent","obs.by.player","rank_log","obs.by.age","average.rank.by.age","age_28","age_2.8","age_28sq","age_2.8sq","average.rank.by.player","predicted.rank.final.model"
"130",456,719,101962,20,"1/3/2011",2011,1,1,40,"9/12/1971","Younes","El Aynaoui","MAR","MAR","AF",14,2.85672889038288,22,3.0408473034543,12,1.2,144,1.44,2.06794221450495,3.01079870692742
"131",459,70,101964,575,"1/17/2000",2000,1,0,29,"9/13/1971","Goran","Ivanisevic","CRO","HRV","EU",6,1.84509804001426,1256,2.65461906279284,1,0.1,1,0.01,2.27878442348573,1.94346463451263
"132",460,114,101964,354,"2/5/2001",2001,2,0,30,"9/13/1971","Goran","Ivanisevic","CRO","HRV","EU",6,2.05690485133647,989,2.64767086582772,2,0.2,4,0.04,2.27878442348573,2.04237488631115
"133",461,67,101964,610,"7/29/2002",2002,7,0,31,"9/13/1971","Goran","Ivanisevic","CRO","HRV","EU",6,1.82607480270083,757,2.63472150560954,3,0.3,9,0.09,2.27878442348573,2.17019385474336
"134",462,653,101964,23,"9/29/2003",2003,9,0,32,"9/13/1971","Goran","Ivanisevic","CRO","HRV","EU",6,2.81491318127507,564,2.65066108042934,4,0.4,16,0.16,2.27878442348573,2.32692153980926
"135",463,411,101964,65,"5/17/2004",2004,5,0,33,"9/13/1971","Goran","Ivanisevic","CRO","HRV","EU",6,2.61384182187607,428,2.68458119667634,5,0.5,25,0.25,2.27878442348573,2.51255794150885
"136",464,328,101964,100,"4/4/2005",2005,4,0,34,"9/13/1971","Goran","Ivanisevic","CRO","HRV","EU",6,2.51587384371168,293,2.71013733597808,6,0.6,36,0.36,2.27878442348573,2.72710305984213
"137",465,35,101965,922,"4/3/2000",2000,4,1,29,"9/15/1971","Wayne","Ferreira","RSA","ZAF","AF",6,1.54406804435028,1256,2.65461906279284,1,0.1,1,0.01,1.70907566831718,1.40126145710193
"138",466,19,101965,1420,"4/16/2001",2001,4,1,30,"9/15/1971","Wayne","Ferreira","RSA","ZAF","AF",6,1.27875360095283,989,2.64767086582772,2,0.2,4,0.04,1.70907566831718,1.48834960670068
"139",467,44,101965,825,"4/1/2002",2002,4,1,31,"9/15/1971","Wayne","Ferreira","RSA","ZAF","AF",6,1.64345267648619,757,2.63472150560954,3,0.3,9,0.09,1.70907566831718,1.60915789614491
"140",468,26,101965,1125,"12/29/2003",2003,12,1,32,"9/15/1971","Wayne","Ferreira","RSA","ZAF","AF",6,1.41497334797082,564,2.65066108042934,4,0.4,16,0.16,1.70907566831718,1.76368632543461
"141",469,82,101965,500,"6/28/2004",2004,6,1,33,"9/15/1971","Wayne","Ferreira","RSA","ZAF","AF",6,1.91381385238372,428,2.68458119667634,5,0.5,25,0.25,1.70907566831718,1.95193489456978
"142",470,288,101965,125,"4/25/2005",2005,4,1,34,"9/15/1971","Wayne","Ferreira","RSA","ZAF","AF",6,2.45939248775923,293,2.71013733597808,6,0.6,36,0.36,1.70907566831718,2.17390360355043
"143",488,25,101990,1086,"8/21/2000",2000,8,1,29,"12/6/1971","Richard","Krajicek","NED","NLD","EU",5,1.39794000867204,1256,2.65461906279284,1,0.1,1,0.01,1.95186109839393,1.59823166882648
"144",489,46,101990,825,"5/21/2001",2001,5,1,30,"12/6/1971","Richard","Krajicek","NED","NLD","EU",5,1.66275783168157,989,2.64767086582772,2,0.2,4,0.04,1.95186109839393,1.74823511673271
"145",490,115,101990,350,"9/9/2002",2002,9,1,31,"12/6/1971","Richard","Krajicek","NED","NLD","EU",5,2.06069784035361,757,2.63472150560954,3,0.3,9,0.09,1.95186109839393,1.93771863019015
"146",491,107,101990,350,"7/7/2003",2003,7,1,32,"12/6/1971","Richard","Krajicek","NED","NLD","EU",5,2.02938377768521,564,2.65066108042934,4,0.4,16,0.16,1.95186109839393,2.1666822091988
"147",492,406,101990,70,"3/22/2004",2004,3,1,33,"12/6/1971","Richard","Krajicek","NED","NLD","EU",5,2.60852603357719,428,2.68458119667634,5,0.5,25,0.25,1.95186109839393,2.43512585375866
"148",525,32,102021,1040,"12/4/2000",2000,12,1,28,"2/22/1972","Michael","Chang","USA","USA","NoA",5,1.50514997831991,1525,2.6489440291467,0,0,0,0,2.0087471038695,1.63893138006881
"149",526,44,102021,850,"6/18/2001",2001,6,1,29,"2/22/1972","Michael","Chang","USA","USA","NoA",5,1.64345267648619,1256,2.65461906279284,1,0.1,1,0.01,2.0087471038695,1.7907268827837
"150",527,99,102021,379,"6/24/2002",2002,6,1,30,"2/22/1972","Michael","Chang","USA","USA","NoA",5,1.99563519459755,989,2.64767086582772,2,0.2,4,0.04,2.0087471038695,1.98656105203268
"151",528,159,102021,238,"8/4/2003",2003,8,1,31,"2/22/1972","Michael","Chang","USA","USA","NoA",5,2.20139712432045,757,2.63472150560954,3,0.3,9,0.09,2.0087471038695,2.22643388781577
"152",529,499,102021,46,"4/5/2004",2004,4,1,32,"2/22/1972","Michael","Chang","USA","USA","NoA",5,2.69810054562339,564,2.65066108042934,4,0.4,16,0.16,2.0087471038695,2.51034539013296
"153",530,170,102023,208,"5/8/2000",2000,5,1,28,"3/3/1972","Petr","Luxa","CZE","CZE","EU",6,2.23044892137827,1525,2.6489440291467,0,0,0,0,2.57544101470347,2.33053756035167
"154",531,262,102023,128,"6/11/2001",2001,6,1,29,"3/3/1972","Petr","Luxa","CZE","CZE","EU",6,2.41830129131975,1256,2.65461906279284,1,0.1,1,0.01,2.57544101470347,2.39537293264752
"155",532,650,102023,21,"3/25/2002",2002,3,1,30,"3/3/1972","Petr","Luxa","CZE","CZE","EU",6,2.81291335664286,989,2.64767086582772,2,0.2,4,0.04,2.57544101470347,2.48307834054658
"156",533,288,102023,100,"3/31/2003",2003,3,1,31,"3/3/1972","Petr","Luxa","CZE","CZE","EU",6,2.45939248775923,757,2.63472150560954,3,0.3,9,0.09,2.57544101470347,2.59365378404885
"157",534,473,102023,48,"9/13/2004",2004,9,1,32,"3/3/1972","Petr","Luxa","CZE","CZE","EU",6,2.67486114073781,564,2.65066108042934,4,0.4,16,0.16,2.57544101470347,2.72709926315431
"158",535,719,102023,20,"4/4/2005",2005,4,1,33,"3/3/1972","Petr","Luxa","CZE","CZE","EU",6,2.85672889038288,428,2.68458119667634,5,0.5,25,0.25,2.57544101470347,2.88341477786298
"159",570,63,102035,659,"3/6/2000",2000,3,1,28,"3/23/1972","Jonas","Bjorkman","SWE","SWE","EU",10,1.79934054945358,1525,2.6489440291467,0,0,0,0,1.85467403103901,1.67433772996342
"160",571,46,102035,770,"8/6/2001",2001,8,1,29,"3/23/1972","Jonas","Bjorkman","SWE","SWE","EU",10,1.66275783168157,1256,2.65461906279284,1,0.1,1,0.01,1.85467403103901,1.66115167556893
"161",572,49,102035,740,"7/8/2002",2002,7,1,30,"3/23/1972","Jonas","Bjorkman","SWE","SWE","EU",10,1.69019608002851,989,2.64767086582772,2,0.2,4,0.04,1.85467403103901,1.66832681875451
"162",573,52,102035,725,"1/6/2003",2003,1,1,31,"3/23/1972","Jonas","Bjorkman","SWE","SWE","EU",10,1.7160033436348,757,2.63472150560954,3,0.3,9,0.09,1.85467403103901,1.69586315952016
"163",574,35,102035,900,"8/30/2004",2004,8,1,32,"3/23/1972","Jonas","Bjorkman","SWE","SWE","EU",10,1.54406804435028,564,2.65066108042934,4,0.4,16,0.16,1.85467403103901,1.74376069786588
"164",575,92,102035,440,"4/4/2005",2005,4,1,33,"3/23/1972","Jonas","Bjorkman","SWE","SWE","EU",10,1.96378782734556,428,2.68458119667634,5,0.5,25,0.25,1.85467403103901,1.81201943379166
"165",576,59,102035,638,"6/26/2006",2006,6,1,34,"3/23/1972","Jonas","Bjorkman","SWE","SWE","EU",10,1.77085201164214,293,2.71013733597808,6,0.6,36,0.36,1.85467403103901,1.90063936729751
"166",577,54,102035,615,"10/1/2007",2007,10,1,35,"3/23/1972","Jonas","Bjorkman","SWE","SWE","EU",10,1.73239375982297,205,2.75319183451524,7,0.7,49,0.49,1.85467403103901,2.00962049838343
"167",578,156,102035,293,"8/4/2008",2008,8,1,36,"3/23/1972","Jonas","Bjorkman","SWE","SWE","EU",10,2.19312459835446,129,2.76286169712753,8,0.8,64,0.64,1.85467403103901,2.13896282704942
"168",579,298,102035,226,"4/27/2009",2009,4,1,37,"3/23/1972","Jonas","Bjorkman","SWE","SWE","EU",10,2.47421626407626,82,2.80268707994552,9,0.9,81,0.81,1.85467403103901,2.28866635329547
"169",618,175,102087,209,"6/19/2000",2000,6,1,28,"7/16/1972","Oleg","Ogorodov","UZB","UZB","AS",7,2.24303804868629,1525,2.6489440291467,0,0,0,0,2.61356285881731,2.18859752529514
"170",619,209,102087,179,"4/16/2001",2001,4,1,29,"7/16/1972","Oleg","Ogorodov","UZB","UZB","AS",7,2.32014628611105,1256,2.65461906279284,1,0.1,1,0.01,2.61356285881731,2.28560599903926
"171",620,145,102087,271,"5/6/2002",2002,5,1,30,"7/16/1972","Oleg","Ogorodov","UZB","UZB","AS",7,2.16136800223497,989,2.64767086582772,2,0.2,4,0.04,2.61356285881731,2.40993224959122
"172",621,334,102087,83,"7/7/2003",2003,7,1,31,"7/16/1972","Oleg","Ogorodov","UZB","UZB","AS",7,2.52374646681156,757,2.63472150560954,3,0.3,9,0.09,2.61356285881731,2.56157627695103
"173",622,822,102087,12,"6/7/2004",2004,6,1,32,"7/16/1972","Oleg","Ogorodov","UZB","UZB","AS",7,2.91487181754005,564,2.65066108042934,4,0.4,16,0.16,2.61356285881731,2.74053808111869
"174",623,906,102087,9,"3/14/2005",2005,3,1,33,"7/16/1972","Oleg","Ogorodov","UZB","UZB","AS",7,2.95712819767681,428,2.68458119667634,5,0.5,25,0.25,2.61356285881731,2.94681766209419
"175",624,1495,102087,1,"1/9/2006",2006,1,1,34,"7/16/1972","Oleg","Ogorodov","UZB","UZB","AS",7,3.17464119266045,293,2.71013733597808,6,0.6,36,0.36,2.61356285881731,3.18041501987754
"176",644,97,102106,417,"5/29/2000",2000,5,1,28,"8/25/1972","Davide","Sanguinetti","ITA","ITA","EU",11,1.98677173426624,1525,2.6489440291467,0,0,0,0,2.19612203185672,1.72224464119179
"177",645,65,102106,609,"1/1/2001",2001,1,1,29,"8/25/1972","Davide","Sanguinetti","ITA","ITA","EU",11,1.81291335664286,1256,2.65461906279284,1,0.1,1,0.01,2.19612203185672,1.74093756894879
"178",646,49,102106,779,"4/8/2002",2002,4,1,30,"8/25/1972","Davide","Sanguinetti","ITA","ITA","EU",11,1.69019608002851,989,2.64767086582772,2,0.2,4,0.04,2.19612203185672,1.78511050756841
"179",647,86,102106,488,"6/2/2003",2003,6,1,31,"8/25/1972","Davide","Sanguinetti","ITA","ITA","EU",11,1.93449845124357,757,2.63472150560954,3,0.3,9,0.09,2.19612203185672,1.85476345705065
"180",648,108,102106,369,"3/29/2004",2004,3,1,32,"8/25/1972","Davide","Sanguinetti","ITA","ITA","EU",11,2.03342375548695,564,2.65066108042934,4,0.4,16,0.16,2.19612203185672,1.9498964173955
"181",649,63,102106,603,"6/6/2005",2005,6,1,33,"8/25/1972","Davide","Sanguinetti","ITA","ITA","EU",11,1.79934054945358,428,2.68458119667634,5,0.5,25,0.25,2.19612203185672,2.07050938860298
"182",650,65,102106,610,"5/29/2006",2006,5,1,34,"8/25/1972","Davide","Sanguinetti","ITA","ITA","EU",11,1.81291335664286,293,2.71013733597808,6,0.6,36,0.36,2.19612203185672,2.21660237067307
"183",651,112,102106,394,"1/29/2007",2007,1,1,35,"8/25/1972","Davide","Sanguinetti","ITA","ITA","EU",11,2.04921802267018,205,2.75319183451524,7,0.7,49,0.49,2.19612203185672,2.38817536360578
"184",652,761,102106,20,"7/7/2008",2008,7,1,36,"8/25/1972","Davide","Sanguinetti","ITA","ITA","EU",11,2.88138465677057,129,2.76286169712753,8,0.8,64,0.64,2.19612203185672,2.58522836740111
"185",653,1316,102106,5,"6/29/2009",2009,6,1,37,"8/25/1972","Davide","Sanguinetti","ITA","ITA","EU",11,3.11925588927794,82,2.80268707994552,9,0.9,81,0.81,2.19612203185672,2.80776138205906
"186",654,1090,102106,5,"2/8/2010",2010,2,1,38,"8/25/1972","Davide","Sanguinetti","ITA","ITA","EU",11,3.03742649794062,46,2.8876776209483,10,1,100,1,2.19612203185672,3.05577440757963
"187",655,219,102107,155,"6/12/2000",2000,6,0,28,"8/29/1972","Jan Frode","Andersen","NOR","NOR","EU",7,2.34044411484012,1525,2.6489440291467,0,0,0,0,2.38097221786725,2.23156946416169
"188",656,191,102107,207,"3/26/2001",2001,3,0,29,"8/29/1972","Jan Frode","Andersen","NOR","NOR","EU",7,2.28103336724773,1256,2.65461906279284,1,0.1,1,0.01,2.38097221786725,2.24983521961621
"189",657,215,102107,163,"7/15/2002",2002,7,0,30,"8/29/1972","Jan Frode","Andersen","NOR","NOR","EU",7,2.33243845991561,989,2.64767086582772,2,0.2,4,0.04,2.38097221786725,2.28587657370237
"190",658,225,102107,149,"6/9/2003",2003,6,0,31,"8/29/1972","Jan Frode","Andersen","NOR","NOR","EU",7,2.35218251811136,757,2.63472150560954,3,0.3,9,0.09,2.38097221786725,2.33969352642017
"191",659,183,102107,221,"10/18/2004",2004,10,0,32,"8/29/1972","Jan Frode","Andersen","NOR","NOR","EU",7,2.26245108973043,564,2.65066108042934,4,0.4,16,0.16,2.38097221786725,2.41128607776961
"192",660,243,102107,154,"5/23/2005",2005,5,0,33,"8/29/1972","Jan Frode","Andersen","NOR","NOR","EU",7,2.38560627359831,428,2.68458119667634,5,0.5,25,0.25,2.38097221786725,2.5006542277507
"193",661,516,102107,47,"6/5/2006",2006,6,0,34,"8/29/1972","Jan Frode","Andersen","NOR","NOR","EU",7,2.71264970162721,293,2.71013733597808,6,0.6,36,0.36,2.38097221786725,2.60779797636342
"194",712,125,102135,323,"6/26/2000",2000,6,1,28,"11/15/1972","Emilio","Benfele Alvarez","ESP","ESP","EU",7,2.09691001300806,1525,2.6489440291467,0,0,0,0,2.58746002004011,2.16748607647493
"195",713,139,102135,281,"3/26/2001",2001,3,1,29,"11/15/1972","Emilio","Benfele Alvarez","ESP","ESP","EU",7,2.14301480025409,1256,2.65461906279284,1,0.1,1,0.01,2.58746002004011,2.25970391311823
"196",714,340,102135,86,"7/8/2002",2002,7,1,30,"11/15/1972","Emilio","Benfele Alvarez","ESP","ESP","EU",7,2.53147891704225,989,2.64767086582772,2,0.2,4,0.04,2.58746002004011,2.38055769397135
"197",715,510,102135,37,"2/17/2003",2003,2,1,31,"11/15/1972","Emilio","Benfele Alvarez","ESP","ESP","EU",7,2.70757017609794,757,2.63472150560954,3,0.3,9,0.09,2.58746002004011,2.53004741903429
"198",716,419,102135,66,"2/9/2004",2004,2,1,32,"11/15/1972","Emilio","Benfele Alvarez","ESP","ESP","EU",7,2.6222140229663,564,2.65066108042934,4,0.4,16,0.16,2.58746002004011,2.70817308830705
"199",717,682,102135,24,"6/27/2005",2005,6,1,33,"11/15/1972","Emilio","Benfele Alvarez","ESP","ESP","EU",7,2.83378437465648,428,2.68458119667634,5,0.5,25,0.25,2.58746002004011,2.91493470178964
"200",718,1504,102135,1,"3/27/2006",2006,3,1,34,"11/15/1972","Emilio","Benfele Alvarez","ESP","ESP","EU",7,3.17724783625562,293,2.71013733597808,6,0.6,36,0.36,2.58746002004011,3.15033225948205
"201",729,316,102143,91,"6/19/2000",2000,6,1,28,"11/29/1972","Nicolas","Thomann","FRA","FRA","EU",8,2.4996870826184,1525,2.6489440291467,0,0,0,0,2.36289724470239,2.21070524639564
"202",730,140,102143,283,"3/5/2001",2001,3,1,29,"11/29/1972","Nicolas","Thomann","FRA","FRA","EU",8,2.14612803567824,1256,2.65461906279284,1,0.1,1,0.01,2.36289724470239,2.21884353540599
"203",731,185,102143,196,"4/1/2002",2002,4,1,30,"11/29/1972","Nicolas","Thomann","FRA","FRA","EU",8,2.26717172840301,989,2.64767086582772,2,0.2,4,0.04,2.36289724470239,2.24385081618274
"204",732,125,102143,303,"3/17/2003",2003,3,1,31,"11/29/1972","Nicolas","Thomann","FRA","FRA","EU",8,2.09691001300806,757,2.63472150560954,3,0.3,9,0.09,2.36289724470239,2.28572708872587
"205",733,204,102143,187,"6/21/2004",2004,6,1,32,"11/29/1972","Nicolas","Thomann","FRA","FRA","EU",8,2.3096301674259,564,2.65066108042934,4,0.4,16,0.16,2.36289724470239,2.34447235303541
"206",734,322,102143,104,"3/21/2005",2005,3,1,33,"11/29/1972","Nicolas","Thomann","FRA","FRA","EU",8,2.50785587169583,428,2.68458119667634,5,0.5,25,0.25,2.36289724470239,2.42008660911133
"207",735,206,102143,185,"2/13/2006",2006,2,1,34,"11/29/1972","Nicolas","Thomann","FRA","FRA","EU",8,2.31386722036915,293,2.71013733597808,6,0.6,36,0.36,2.36289724470239,2.51256985695365
"208",736,578,102143,38,"5/28/2007",2007,5,1,35,"11/29/1972","Nicolas","Thomann","FRA","FRA","EU",8,2.76192783842053,205,2.75319183451524,7,0.7,49,0.49,2.36289724470239,2.62192209656237
"209",743,31,102148,977,"5/1/2000",2000,5,1,28,"12/9/1972","Fabrice","Santoro","FRA","FRA","EU",11,1.49136169383427,1525,2.6489440291467,0,0,0,0,1.67857515565229,1.62357876523381
"210",744,25,102148,1135,"7/2/2001",2001,7,1,29,"12/9/1972","Fabrice","Santoro","FRA","FRA","EU",11,1.39794000867204,1256,2.65461906279284,1,0.1,1,0.01,1.67857515565229,1.58873163226607
"211",745,35,102148,955,"12/2/2002",2002,12,1,30,"12/9/1972","Fabrice","Santoro","FRA","FRA","EU",11,1.54406804435028,989,2.64767086582772,2,0.2,4,0.04,1.67857515565229,1.56974746182519
"212",746,52,102148,745,"5/5/2003",2003,5,1,31,"12/9/1972","Fabrice","Santoro","FRA","FRA","EU",11,1.7160033436348,757,2.63472150560954,3,0.3,9,0.09,1.67857515565229,1.56662625391118
"213",747,54,102148,652,"5/10/2004",2004,5,1,32,"12/9/1972","Fabrice","Santoro","FRA","FRA","EU",11,1.73239375982297,564,2.65066108042934,4,0.4,16,0.16,1.67857515565229,1.57936800852404
"214",748,54,102148,730,"5/2/2005",2005,5,1,33,"12/9/1972","Fabrice","Santoro","FRA","FRA","EU",11,1.73239375982297,428,2.68458119667634,5,0.5,25,0.25,1.67857515565229,1.60797272566376
"215",749,49,102148,777,"6/12/2006",2006,6,1,34,"12/9/1972","Fabrice","Santoro","FRA","FRA","EU",11,1.69019608002851,293,2.71013733597808,6,0.6,36,0.36,1.67857515565229,1.65244040533035
"216",750,51,102148,740,"1/22/2007",2007,1,1,35,"12/9/1972","Fabrice","Santoro","FRA","FRA","EU",11,1.70757017609794,205,2.75319183451524,7,0.7,49,0.49,1.67857515565229,1.7127710475238
"217",751,52,102148,726,"11/17/2008",2008,11,1,36,"12/9/1972","Fabrice","Santoro","FRA","FRA","EU",11,1.7160033436348,129,2.76286169712753,8,0.8,64,0.64,1.67857515565229,1.78896465224412
"218",752,50,102148,1252,"3/30/2009",2009,3,1,37,"12/9/1972","Fabrice","Santoro","FRA","FRA","EU",11,1.69897000433602,82,2.80268707994552,9,0.9,81,0.81,1.67857515565229,1.8810212194913
"219",753,109,102148,483,"3/22/2010",2010,3,1,38,"12/9/1972","Fabrice","Santoro","FRA","FRA","EU",11,2.03742649794062,46,2.8876776209483,10,1,100,1,1.67857515565229,1.98894074926535
"220",754,113,102153,346,"2/7/2000",2000,2,1,28,"12/18/1972","German","Puentes","ESP","ESP","EU",8,2.05307844348342,1525,2.6489440291467,0,0,0,0,2.56375722478518,2.16111148953695
"221",755,105,102153,392,"4/23/2001",2001,4,1,29,"12/18/1972","German","Puentes","ESP","ESP","EU",8,2.02118929906994,1256,2.65461906279284,1,0.1,1,0.01,2.56375722478518,2.22692301741445
"222",756,377,102153,73,"7/15/2002",2002,7,1,30,"12/18/1972","German","Puentes","ESP","ESP","EU",8,2.57634135020579,989,2.64767086582772,2,0.2,4,0.04,2.56375722478518,2.31736788948394
"223",757,409,102153,58,"1/6/2003",2003,1,1,31,"12/18/1972","German","Puentes","ESP","ESP","EU",8,2.61172330800734,757,2.63472150560954,3,0.3,9,0.09,2.56375722478518,2.43244610574542
"224",758,379,102153,72,"10/11/2004",2004,10,1,32,"12/18/1972","German","Puentes","ESP","ESP","EU",8,2.57863920996807,564,2.65066108042934,4,0.4,16,0.16,2.56375722478518,2.57215766619889
"225",759,510,102153,48,"6/6/2005",2005,6,1,33,"12/18/1972","German","Puentes","ESP","ESP","EU",8,2.70757017609794,428,2.68458119667634,5,0.5,25,0.25,2.56375722478518,2.73650257084434
"226",760,715,102153,23,"6/26/2006",2006,6,1,34,"12/18/1972","German","Puentes","ESP","ESP","EU",8,2.85430604180108,293,2.71013733597808,6,0.6,36,0.36,2.56375722478518,2.92548081968178
"227",761,1280,102153,3,"1/29/2007",2007,1,1,35,"12/18/1972","German","Puentes","ESP","ESP","EU",8,3.10720996964787,205,2.75319183451524,7,0.7,49,0.49,2.56375722478518,3.1390924127112
"228",781,194,102167,194,"11/6/2000",2000,11,1,27,"1/17/1973","Juan Albert","Viloca Puig","ESP","ESP","EU",10,2.28780172993023,1812,2.66035581663426,-1,-0.1,1,0.01,2.60843002834934,2.33248846583934
"229",782,148,102167,269,"4/9/2001",2001,4,1,28,"1/17/1973","Juan Albert","Viloca Puig","ESP","ESP","EU",10,2.17026171539496,1525,2.6489440291467,0,0,0,0,2.60843002834934,2.34721004856876
"230",783,344,102167,83,"7/15/2002",2002,7,1,29,"1/17/1973","Juan Albert","Viloca Puig","ESP","ESP","EU",10,2.53655844257153,1256,2.65461906279284,1,0.1,1,0.01,2.60843002834934,2.37913171153999
"231",784,237,102167,150,"12/1/2003",2003,12,1,30,"1/17/1973","Juan Albert","Viloca Puig","ESP","ESP","EU",10,2.3747483460101,989,2.64767086582772,2,0.2,4,0.04,2.60843002834934,2.42825345475304
"232",785,357,102167,82,"8/23/2004",2004,8,1,31,"1/17/1973","Juan Albert","Viloca Puig","ESP","ESP","EU",10,2.55266821611219,757,2.63472150560954,3,0.3,9,0.09,2.60843002834934,2.49457527820791
"233",786,767,102167,17,"7/4/2005",2005,7,1,32,"1/17/1973","Juan Albert","Viloca Puig","ESP","ESP","EU",10,2.88479536394898,564,2.65066108042934,4,0.4,16,0.16,2.60843002834934,2.5780971819046
"234",787,577,102167,38,"6/26/2006",2006,6,1,33,"1/17/1973","Juan Albert","Viloca Puig","ESP","ESP","EU",10,2.76117581315573,428,2.68458119667634,5,0.5,25,0.25,2.60843002834934,2.67881916584311
"235",788,428,102167,72,"12/3/2007",2007,12,1,34,"1/17/1973","Juan Albert","Viloca Puig","ESP","ESP","EU",10,2.63144376901317,293,2.71013733597808,6,0.6,36,0.36,2.60843002834934,2.79674123002343
"236",789,663,102167,30,"7/14/2008",2008,7,1,35,"1/17/1973","Juan Albert","Viloca Puig","ESP","ESP","EU",10,2.82151352840477,205,2.75319183451524,7,0.7,49,0.49,2.60843002834934,2.93186337444557
"237",790,1157,102167,10,"5/18/2009",2009,5,1,36,"1/17/1973","Juan Albert","Viloca Puig","ESP","ESP","EU",10,3.06333335895175,129,2.76286169712753,8,0.8,64,0.64,2.60843002834934,3.08418559910953
"238",795,242,102169,143,"11/13/2000",2000,11,1,27,"2/1/1973","Michael","Joyce","USA","USA","NoA",5,2.38381536598043,1812,2.66035581663426,-1,-0.1,1,0.01,2.49749020319341,2.30023530620393
"239",796,240,102169,144,"1/29/2001",2001,1,1,28,"2/1/1973","Michael","Joyce","USA","USA","NoA",5,2.38021124171161,1525,2.6489440291467,0,0,0,0,2.49749020319341,2.36623852694755
"240",797,258,102169,130,"6/24/2002",2002,6,1,29,"2/1/1973","Michael","Joyce","USA","USA","NoA",5,2.41161970596323,1256,2.65461906279284,1,0.1,1,0.01,2.49749020319341,2.45980829679712
"241",798,298,102169,98,"3/17/2003",2003,3,1,30,"2/1/1973","Michael","Joyce","USA","USA","NoA",5,2.47421626407626,989,2.64767086582772,2,0.2,4,0.04,2.49749020319341,2.58094461575263
